Exclude,Subject,Year,ID,ID2,ID3,Syllabus,A,B,C,D,CorePicture,CoreQuestion,Question,Marks,Answer,Solution,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,27,a,i,"PB2
PB1
PB3",,,,,,"A celebrity mathematician, Karl, arrives in Sydney for one of his frequent visits. Karl is known to stay at one of three Sydney hotels.

Hotel \(X\) is his favourite, and he stays there on 50% of his visits to Sydney. When he does not stay at Hotel \(X\), he is equally likely to stay at Hotels \(Y\) or \(Z\).",What is the probability that he will stay at Hotel \(Z\)?,1,43104,\begin{eqnarray} \textrm{P(staying at hotel X)} &=& 50\% \\ \textrm{P(staying at hotel Y or Z)} &=& 100\% - 50\% \\ &=& 50\% \\ \textrm{P(staying at hotel Z)} &=& {1 \over 2} \times 50\% \\ &=& 1 \over 4 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2003,27,a,ii,"PB2
PB1
PB3",,,,,,"A celebrity mathematician, Karl, arrives in Sydney for one of his frequent visits. Karl is known to stay at one of three Sydney hotels.

Hotel \(X\) is his favourite, and he stays there on 50% of his visits to Sydney. When he does not stay at Hotel \(X\), he is equally likely to stay at Hotels \(Y\) or \(Z\).","On his first morning in Sydney, Karl always flips a coin to decide if he will have a cold breakfast or a hot breakfast. If the coin comes up heads he has a cold breakfast. If the coin comes up tails he has a hot breakfast.

List all the possible combinations of hotel and breakfast choices.",2,"X, cold
X, hot
Y, cold
Y, hot
Z, cold
Z, hot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2003,27,a,iii,"PB2
PB1
PB3",,,,,,"A celebrity mathematician, Karl, arrives in Sydney for one of his frequent visits. Karl is known to stay at one of three Sydney hotels.

Hotel \(X\) is his favourite, and he stays there on 50% of his visits to Sydney. When he does not stay at Hotel \(X\), he is equally likely to stay at Hotels \(Y\) or \(Z\).",Give a brief reason why these combinations are not all equally likely.,1,Because the choice of hotels is not equally likely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,27,a,iv,"PB2
PB1
PB3",,,,,,"A celebrity mathematician, Karl, arrives in Sydney for one of his frequent visits. Karl is known to stay at one of three Sydney hotels.

Hotel \(X\) is his favourite, and he stays there on 50% of his visits to Sydney. When he does not stay at Hotel \(X\), he is equally likely to stay at Hotels \(Y\) or \(Z\).",Calculate the probability that Karl stays at Hotel Z and has a cold breakfast.,1,43108,"\( \textrm{P(Z, hot)} = {1 \over 4} \times {1 \over 2} = {1 \over 8} \)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2003,27,b,i,"PB3
PB4",,,,,,"Two unbiased dice are thrown. The dice each have six faces. The faces are numbered 1, 2, 3, 4, 5 and 6.",What is the probability that neither shows a 6?,1,25/36,\begin{eqnarray} \textrm{Total} &=& 36 \\ \textrm{Outcomes without 6} &=& 25 \\ \textrm{P(neither shows 6)} &=& {25 \over 36} \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,27,b,ii,"PB3
PB4",,,,,,"Two unbiased dice are thrown. The dice each have six faces. The faces are numbered 1, 2, 3, 4, 5 and 6.","Dale plays a game with these dice. There is no entry fee.

When the dice are thrown:

\(\bullet\) Dale wins $20 if both dice show a 6.
\(\bullet\) He wins $2 if there is only one 6.
\(\bullet\) He loses $2 if neither shows a 6.

What is his financial expectation from this game?",3,-0.28,\begin{eqnarray} \textrm{Financial expectation} &=& 20({1 \over 36}) + 2({10 \over 36}) + -2({25 \over 36}) \\ &=& -\$0.28 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,27,c,i,M4,,,,,gm200327c,"The diagram shows a radio mast \(AD\) with two of its supporting wires, \(BE\) and \(CE\). The point \(B\) is half-way between \(A\) and \(C\).","Calculate the height \(AB\) in metres, correct to one decimal place.",2,32.2,\begin{eqnarray} \tan{65^\circ} &=& {AB \over 15} \\ AB &=& 15 \tan{65^\circ} \\ &=& 32.16760381 \\ &=& 32.2 \textrm{ m} \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,27,c,ii,M4,,,,,gm200327c,"The diagram shows a radio mast \(AD\) with two of its supporting wires, \(BE\) and \(CE\). The point \(B\) is half-way between \(A\) and \(C\).","Calculate the distance \(CE\) in metres, correct to one decimal place.",2,66.1,\begin{eqnarray} CA &=& 2 \times 32.16760381 \\ &=& 64.33520762 \\ CE^2 &=& CA^2 + AE^2 \\ &=& (64.33520762)^2 + 15^2 \\ &=& 4364.018939 \\ CE &=& \sqrt{4363.018939} \\ &=& 66.0607216 \\ &=& 66.1 \textrm{ m} \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,28,a,i,AM4,,,,,,"Sandra is on holiday in Mexico and she plans to buy some silver jewellery. Various silver pendants are on sale. The cost varies directly with the square of the length of the pendant. A pendant of length 30 mm costs 130Mexican pesos.

How much does a pendant of length 40 mm cost? (Answer correct to the nearest Mexican peso.)",,2,231,\begin{eqnarray} 130 &=& k(30^2) \\ &=& 900k \\ k &=& {130 \over 900} \\ &=& {13 \over 90} \\ C &=& {13 \over 90}L^2 \\ L &=& 40 \\ C &=& {13 \over 90}(40^2) \\ &=& 231.111111 \\ &=& 231 \textrm{ pesos} \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2003,28,b,i,"AM4
AM3",,,,,,"In 2002, the population of Mexico was approximately 103 400 000.","The growth rate of Mexico's population is estimated to be 1.57% per annum. If \(y\) represents the estimated number of people in Mexico at a time \(x\) years after 2002, write a formula relating \(x\) and \(y\) in the form \( y = b(a^x) \). Use appropriate values for \(a\) and \(b\) in your formula.",2,y = 103400000(1.0157)^x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,28,b,ii,"AM4
AM3",,,,,,"In 2002, the population of Mexico was approximately 103 400 000.","Using your formula, or otherwise, find an estimate for the size of Mexico's population two years after 2002. Express your answer to the nearest thousand.",2,106672000,\begin{eqnarray} x &=& 2 \\ y &=& 103400000(1.0157)^2 \\ &=& 106672247.1 \\ &=& 106672000 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,28,c,i,"AM1
AM2",,,,,,"While Sandra is on holiday she visits countries where the Fahrenheit temperature scale is used. She knows that the correct way to convert
from Celsius to Fahrenheit is: \[ \textrm{'Multiply the Celsius temperature by 1.8, then add 32.'} \]",Find the value of A in the following table.,1,25,\begin{eqnarray} A \times 1.8 + 32 &=& 77 \\ 1.8A + 32 &=& 77 \\ 1.8A &=& 45 \\ A &=& {45 \over 1.8} \\ &=& 25 \end{eqnarray},gm200328ci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2003,28,c,ii,"AM1
AM2",,,,,,"While Sandra is on holiday she visits countries where the Fahrenheit temperature scale is used. She knows that the correct way to convert
from Celsius to Fahrenheit is: \[ \textrm{'Multiply the Celsius temperature by 1.8, then add 32.'} \]","Peter uses the following method to approximate the conversion from
Celsius to Fahrenheit: \[ \textrm{'Add 12 to the Celsius temperature, then double your result.'} \]Express Peter's rule as an algebraic equation. Use \(C\) for the Celsius temperature and \(F\) for the approximate Fahrenheit temperature.",2,F = 2(C + 12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,28,d,i,"FM6
AM3",,,,,gm200328d,"While Sandra is on holidays she buys a digital camera for $800. Using the straight-line method of depreciation, the salvage value, \(S\), of the camera will be zero in four years time, as shown on the graph below.","Using the declining balance method of depreciation, at a rate of R% per annum, the salvage value is represented by the dotted curve on the graph below.

Both methods give the same salvage value after two years. Find the value of R.",4,29.3,\begin{eqnarray} 0 &=& 800 - D(4) \\ &=& 800 - 4D \\ 4D &=& 800 \\ D &=& {800 \over 4} \\ &=& 200 \\ S &=& 800 - 200n \\ n &=& 2 \\ S &=& 800 - 200(2) \\ &=& 400 \\ S &=& 400 \\ 400 &=& 800(1 - r)^2 \\ {400 \over 800} &=& (1 - r)^2 \\ 0.5 &=& (1 - r)^2 \\ \sqrt{0.5} &=& 1 - r \\ r + \sqrt{0.5} &=& 1 \\ r &=& 1 - \sqrt{0.5} \\ &=& 0.292893218 \\ R &=& 29.2893218 \\ &=& 29.3\% \end{eqnarray},gm200328di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,1,,,DA5,15,27,29,31,gm20021,The results of a geography test are displayed in a stem-and-leaf plot.,What is the range of the data?,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,2,,,"AM1
AM3",\( 3x^6 \),\( 3x^3 \),\( 3x \),\( 3 \),,Which of the following is the correct simplification of \( 8x^3 - 5x^3 \)?,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,3,,,M2,10 350 m\(^3\),1397250 m\(^3\),2380500 m\(^3\),7141500 m\(^3\),,"The Great Pyramid of Egypt has a square base of side 230 m. Its perpendicular height is 135 m.

What is the volume of the pyramid?",,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,4,,,FM1,$1029.02,$1224.02,$102 902.15,$103 097.15,gm20024,,What is the total payable?,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,5,,,PB3,\( 1 \over 36 \),\( 1 \over 12 \),\( 1 \over 6 \),\( 1 \over 3 \),,"Sarah has two packets of jelly beans. Each packet contains one black and five yellow jelly beans. Sarah takes one jelly bean from each packet without looking.

What is the probability that both of the jelly beans are black?",,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,6,,,AM2,,,,,gm20026,Which one of the following could be the graph of \( y = 3x + 1 \)?,,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,7,,,FM2,0.00025,0.02,0.025,0.4,,"Richard has 2000 shares with a current market value of $4.80 each. During the past twelve months, Richard received a total dividend of $240.

What is the current dividend yield on these shares?",,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,8,,,DA6,57,58,64,73,,"Results for an aptitude test are given as \(z\)-scores. In this test Di gained a \(z\)-score of 3. The test has a mean of 55 and a standard deviation of 6.

What was Di's actual mark in this test?",,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,9,,,FM4,$1265,$37 950,$390 000,$455 400,gm20029,The table shows monthly repayments for loans over 30 years.,"James borrows $200 000 over a period of 30 years at 6.5% per annum. Repayments are to be made monthly according to the table.

How much would James repay over 30 years if the interest rate were to remain the same?",1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,10,,,M5,29,145,232,579,,"The game of Beach Quidditch is played with a large hollow spherical ball made from gold vinyl. The diameter of the ball is 1.2 metres.

If the vinyl costs $32 per square metre, which of the following is closest to the cost of the vinyl for one ball?",,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,11,,,FM6,800,1000,1800,2000,,"At the end of 2000, Zara purchased a new computer for $4999. Use the declining balance method to determine the value of the computer at the end of 2002, assuming a depreciation rate of 40% per annum. (Answer to the nearest dollar.)",,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,12,,,DA6,0.16,0.32,0.68,0.84,,"In the town of Burrow the ages of the residents are normally distributed. The mean age is 40 years and the standard deviation is 12 years.

Approximately what percentage of the residents are younger than 52?",,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,13,,,"AM3
M5",47\(^\circ\),48\(^\circ\),68\(^\circ\),69\(^\circ\),gm200213,This is a sketch of a sector of a circle.,Find the value of \( \theta \) to the nearest degree.,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,14,,,AM3,"\( 5.6 \times 10^{-2}, 7.2 \times 10^{-2}, 4.8 \times 10^{-1} \)","\( 4.8 \times 10^{-1}, 5.6 \times 10^{-2}, 7.2 \times 10^{-2} \)","\( 7.2 \times 10^{-2}, 5.6 \times 10^{-2}, 4.8 \times 10^{-1} \)","\( 4.8 \times 10^{-1}, 7.2 \times 10^{-2}, 5.6 \times 10^{-2} \)",,"Arrange the numbers \( 5.6 \times 10^{-2}, 4.8 \times 10^{-1}, 7.2 \times 10^{-2} \) from smallest to largest.",,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,15,,,FM5,$1922,$9266,$15 093,$30 654,,Calculate the present value of an annuity in which $1200 is invested at the end of every year for ten years and interest is paid annually at a rate of 5% per annum. (Answer to the nearest dollar.),,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,16,,,AM3,\( \sqrt[3]{14} \over 2 \),\( \sqrt[3]{6} \),\( \sqrt[3]{7} \),\( \sqrt[3]{14} \),,"If \( w = 2y^3 - 1 \), what is the value of \(y\) when \( w = 13 \)?",,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,17,,,DA3,5,10,25,35,gm200217,Students were surveyed about the number of movies they had watched in the last week. The results are shown in this cumulative frequency histogram.,How many students said they watched four movies last week?,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,18,,,PB4,-1,-0.75,-0.25,0.25,,"Amy buys a $1 ticket in a raffle. There are 200 tickets in the raffle and two prizes. First prize is $100 and second prize is $50.

Find Amy's financial expectation.",,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,19,,,M1,0.08,0.1,0.15,0.3,,"In one year, the population of a city increased by 20%. The next year, it decreased by 10%.

What was the percentage increase in the population over the two years?",,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,20,,,PB2,\( 1 \over 6 \),\( 1 \over 5 \),\( 1 \over 4 \),\( 1 \over 3 \),,"Rob, Alex and Tan plan a swimming race against each other. Rob and Alex are each twice as likely as Tan to win the race.

What is the probability that Tan will win the race?",,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,21,,,M1,500,2000,2500,5000,,"The sheets of paper Jenny uses in her photocopier are 21 cm by 30 cm. The paper is 80 gsm, which means that one square metre of this paper has a mass of 80 grams. Jenny has a pile of this paper weighing 25.2 kg.

How many sheets of paper are in the pile?",,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,22,,,AM2,10 cents,12 cents,20 cents,23 cents,gm200222,The graph shows the tax payable for taxable incomes up to $60 000 in a proposed tax system.,How much of each dollar earned over $30 000 is payable in tax?,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,23,a,i,"FM1
M1",,,,,,Jordan's gross pay is $1500 per fortnight.,"Fortnightly deductions from Jordan's gross pay are:

\(\bullet\) $269.17 for tax;
\(\bullet\) $7.88 for union fees;
\(\bullet\) $16.25 for private health insurance.

Calculate his fortnightly net pay.",1,1206.70,\( \$1500 - \$269.17 - \$7.88 - \$16 = \$1206.70 \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,23,a,ii,"FM1
M1",,,,,,Jordan's gross pay is $1500 per fortnight.,"Jordan is paid an annual leave loading of \( 17{1 \over 2}\% \) of 4 weeks' gross pay.

Calculate his annual leave loading.",1,525,\begin{eqnarray} \textrm{4 weeks' gross pay} &=& 2 \times \$15500 \\ &=& \$3000 \\ \textrm{Annual leave loading} &=& 17{1 \over 2}\% \times \$3000 \\ &=& \$525 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,23,a,iii,"FM1
M1",,,,,,Jordan's gross pay is $1500 per fortnight.,"Jordan visits Italy on his holidays. He pays 180 euros for a pair of boots. This price includes a value added tax of 20%.

What was the price of the boots before the tax was added?",1,150,\( 180 \div 120 \times 100 = 150 \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,23,a,iv,"FM1
M1",,,,,,Jordan's gross pay is $1500 per fortnight.,How much is 180 euros in Australian dollars if $A1 is worth 0.58 euros?,1,310.34,\begin{eqnarray} {x \over 1} &=& {180 \over 0.58} \\ x &=& 310.3448 \\ &=& 310.34 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,23,b,i,FM2,,,,,,,"Katherine invests $50 000 with Standard Credit Union for a term of 5 years. Her investment earns interest at 3.1% per annum compounded
annually.

How much will Katherine's investment be worth at the end of 5 years? Give your answer to the nearest dollar.",2,58246,\begin{eqnarray} A &=& P(1 + r)^n \\ &=& 50000(1 + 0.031)^5 \\ &=& 58245.62781 \\ &=& \$58246 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2002,23,b,ii,FM2,,,,,,,"Katherine's sister Liz also has $50 000 to invest for a term of 5 years. She invests with General Bank. Her investment earns interest at 3% per annum, compounded monthly.

Which sister makes the better investment? Justify your answer with appropriate calculations.",2,Katherine,\begin{eqnarray} \textrm{Liz's investment} &=& 50000(1 + 0.0025)^{60} \\ &=& 58080.839 \\ &=& \$50081 < \textrm{Katherine's } \$58246 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,23,c,i,FM4,,,,,,Minh wants to buy a hi-fi system from Advanced Sound Systems for $5000.,"Minh considers buying the system on hire purchase.

What would Minh repay monthly if he were to buy the hi-fi system on the following hire purchase terms?",3,181.25,\begin{eqnarray} \textrm{10% deposit} &=& 10\% \times 5000 \\ &=& 500 \\ \textrm{Remaining balance} &=& 5000 - 500 \\ &=& 4500 \\ \textrm{Interest on balance} &=& 4500 \times 0.15 \times 3 \\ &=& 2025 \\ \textrm{Total owing} &=& 4500 + 2025 \\ &=& 6525 \\ \textrm{Monthly repayment} &=& 6526 \div 36 \\ &=& \$181.25 \end{eqnarray},gm200223ci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2002,23,c,ii,FM4,,,,,,Minh wants to buy a hi-fi system from Advanced Sound Systems for $5000.,"Minh decides instead to borrow the required $5000 from his local bank. The loan is a reducing balance loan over 5 years, with monthly repayments.

The graph shows the balance owing on the loan over time.

Use the graph to determine the balance owing after 2 years.",1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
